instrument_name,strike_price,expiry_date,side,bid/ask
BANKNIFTY,50300,29-Jan-2025,CE,3644.55
BANKNIFTY,50400,06-Nov-2024,PE,115.15
BANKNIFTY,50400,06-Nov-2024,CE,1307.7
BANKNIFTY,50400,13-Nov-2024,PE,254.9
BANKNIFTY,50400,13-Nov-2024,CE,2050.15
BANKNIFTY,50400,27-Nov-2024,PE,333.05
BANKNIFTY,50400,27-Nov-2024,CE,2206.25
BANKNIFTY,50400,24-Dec-2024,PE,331.4
BANKNIFTY,50400,24-Dec-2024,CE,3017.95
BANKNIFTY,50400,29-Jan-2025,PE,479.15
BANKNIFTY,50400,29-Jan-2025,CE,3546.95
BANKNIFTY,50500,06-Nov-2024,PE,131.55
BANKNIFTY,50500,06-Nov-2024,CE,1219.1
BANKNIFTY,50500,13-Nov-2024,PE,283.3
BANKNIFTY,50500,13-Nov-2024,CE,1541.2
BANKNIFTY,50500,27-Nov-2024,PE,457.25
BANKNIFTY,50500,27-Nov-2024,CE,1904.8
BANKNIFTY,50500,24-Dec-2024,PE,622.7
BANKNIFTY,50500,24-Dec-2024,CE,2422.35
BANKNIFTY,50500,29-Jan-2025,PE,760.85
BANKNIFTY,50500,29-Jan-2025,CE,3014.35
BANKNIFTY,50600,06-Nov-2024,PE,149.05
BANKNIFTY,50600,06-Nov-2024,CE,1141.7
BANKNIFTY,50600,13-Nov-2024,PE,280.1
BANKNIFTY,50600,13-Nov-2024,CE,1598.75
BANKNIFTY,50600,27-Nov-2024,PE,335.5
BANKNIFTY,50600,27-Nov-2024,CE,2001.4
BANKNIFTY,50600,24-Dec-2024,PE,484.1
BANKNIFTY,50600,24-Dec-2024,CE,2845.55
BANKNIFTY,50600,29-Jan-2025,PE,637.65
BANKNIFTY,50600,29-Jan-2025,CE,3374.75
BANKNIFTY,50700,06-Nov-2024,PE,168.05
BANKNIFTY,50700,06-Nov-2024,CE,1061.1
BANKNIFTY,50700,13-Nov-2024,PE,299.45
BANKNIFTY,50700,13-Nov-2024,CE,1724.0
BANKNIFTY,50700,27-Nov-2024,PE,351.75
BANKNIFTY,50700,27-Nov-2024,CE,1827.35
BANKNIFTY,50700,24-Dec-2024,PE,503.35
BANKNIFTY,50700,24-Dec-2024,CE,2741.85
BANKNIFTY,50700,29-Jan-2025,PE,659.9
BANKNIFTY,50700,29-Jan-2025,CE,3270.85
BANKNIFTY,50800,06-Nov-2024,PE,188.95
BANKNIFTY,50800,06-Nov-2024,CE,979.95
BANKNIFTY,50800,13-Nov-2024,PE,325.35
BANKNIFTY,50800,13-Nov-2024,CE,1612.55
BANKNIFTY,50800,27-Nov-2024,PE,510.05
BANKNIFTY,50800,27-Nov-2024,CE,1674.4
BANKNIFTY,50800,24-Dec-2024,PE,664.6
BANKNIFTY,50800,24-Dec-2024,CE,2641.9
BANKNIFTY,50800,29-Jan-2025,PE,823.15
BANKNIFTY,50800,29-Jan-2025,CE,3171.1
BANKNIFTY,50900,06-Nov-2024,PE,215.0
BANKNIFTY,50900,06-Nov-2024,CE,906.1
BANKNIFTY,50900,13-Nov-2024,PE,381.0
BANKNIFTY,50900,13-Nov-2024,CE,1206.15
BANKNIFTY,50900,27-Nov-2024,PE,549.55
BANKNIFTY,50900,27-Nov-2024,CE,1688.15
BANKNIFTY,50900,24-Dec-2024,PE,586.05
BANKNIFTY,50900,24-Dec-2024,CE,2550.8
BANKNIFTY,50900,29-Jan-2025,PE,737.2
BANKNIFTY,50900,29-Jan-2025,CE,3079.85
BANKNIFTY,51000,06-Nov-2024,PE,241.0
BANKNIFTY,51000,06-Nov-2024,CE,831.0
BANKNIFTY,51000,13-Nov-2024,PE,414.0
BANKNIFTY,51000,13-Nov-2024,CE,1128.55
BANKNIFTY,51000,27-Nov-2024,PE,586.45
BANKNIFTY,51000,27-Nov-2024,CE,1524.0
BANKNIFTY,51000,24-Dec-2024,PE,760.0
BANKNIFTY,51000,24-Dec-2024,CE,2029.3
BANKNIFTY,51000,29-Jan-2025,PE,832.55
BANKNIFTY,51000,29-Jan-2025,CE,2646.45
BANKNIFTY,51000,26-Mar-2025,PE,1037.55
BANKNIFTY,51000,26-Mar-2025,CE,3379.25
BANKNIFTY,51100,06-Nov-2024,PE,270.0
BANKNIFTY,51100,06-Nov-2024,CE,763.3
BANKNIFTY,51100,13-Nov-2024,PE,433.0
BANKNIFTY,51100,13-Nov-2024,CE,1071.1
BANKNIFTY,51100,27-Nov-2024,PE,595.05
BANKNIFTY,51100,27-Nov-2024,CE,1485.5
BANKNIFTY,51100,24-Dec-2024,PE,728.5
BANKNIFTY,51100,24-Dec-2024,CE,2048.0
BANKNIFTY,51100,29-Jan-2025,PE,888.0
BANKNIFTY,51100,29-Jan-2025,CE,2730.85
BANKNIFTY,51200,06-Nov-2024,PE,302.05
BANKNIFTY,51200,06-Nov-2024,CE,694.1
BANKNIFTY,51200,13-Nov-2024,PE,470.6
BANKNIFTY,51200,13-Nov-2024,CE,994.85
BANKNIFTY,51200,27-Nov-2024,PE,626.8
BANKNIFTY,51200,27-Nov-2024,CE,1392.1
BANKNIFTY,51200,24-Dec-2024,PE,767.2
BANKNIFTY,51200,24-Dec-2024,CE,2118.2
BANKNIFTY,51200,29-Jan-2025,PE,921.15
BANKNIFTY,51200,29-Jan-2025,CE,2712.65
BANKNIFTY,51300,06-Nov-2024,PE,340.0
BANKNIFTY,51300,06-Nov-2024,CE,627.8
BANKNIFTY,51300,13-Nov-2024,PE,510.75
BANKNIFTY,51300,13-Nov-2024,CE,934.45
BANKNIFTY,51300,27-Nov-2024,PE,667.85
BANKNIFTY,51300,27-Nov-2024,CE,1320.65
BANKNIFTY,51300,24-Dec-2024,PE,820.0
BANKNIFTY,51300,24-Dec-2024,CE,1858.05
BANKNIFTY,51300,29-Jan-2025,PE,967.05
BANKNIFTY,51300,29-Jan-2025,CE,2520.75
BANKNIFTY,51400,06-Nov-2024,PE,379.9
BANKNIFTY,51400,06-Nov-2024,CE,560.9
BANKNIFTY,51400,13-Nov-2024,PE,545.85
BANKNIFTY,51400,13-Nov-2024,CE,859.9
BANKNIFTY,51400,27-Nov-2024,PE,710.0
BANKNIFTY,51400,27-Nov-2024,CE,1257.9
BANKNIFTY,51400,24-Dec-2024,PE,858.0
BANKNIFTY,51400,24-Dec-2024,CE,1800.6
BANKNIFTY,51400,29-Jan-2025,PE,994.25
BANKNIFTY,51400,29-Jan-2025,CE,2400.4
BANKNIFTY,51500,06-Nov-2024,PE,422.1
BANKNIFTY,51500,06-Nov-2024,CE,504.9
BANKNIFTY,51500,13-Nov-2024,PE,589.6
BANKNIFTY,51500,13-Nov-2024,CE,796.15
BANKNIFTY,51500,27-Nov-2024,PE,740.05
BANKNIFTY,51500,27-Nov-2024,CE,1184.95
BANKNIFTY,51500,24-Dec-2024,PE,917.05
BANKNIFTY,51500,24-Dec-2024,CE,1696.2
BANKNIFTY,51500,29-Jan-2025,PE,1048.35
BANKNIFTY,51500,29-Jan-2025,CE,2224.1
BANKNIFTY,51600,06-Nov-2024,PE,465.8
BANKNIFTY,51600,06-Nov-2024,CE,449.2
BANKNIFTY,51600,13-Nov-2024,PE,632.0
BANKNIFTY,51600,13-Nov-2024,CE,747.6
BANKNIFTY,51600,27-Nov-2024,PE,773.2
BANKNIFTY,51600,27-Nov-2024,CE,1139.5
BANKNIFTY,51600,24-Dec-2024,PE,721.55
BANKNIFTY,51600,24-Dec-2024,CE,1653.75
BANKNIFTY,51600,29-Jan-2025,PE,795.75
BANKNIFTY,51600,29-Jan-2025,CE,2405.15
BANKNIFTY,51700,06-Nov-2024,PE,518.0
BANKNIFTY,51700,06-Nov-2024,CE,399.9
BANKNIFTY,51700,13-Nov-2024,PE,669.15
BANKNIFTY,51700,13-Nov-2024,CE,678.9
BANKNIFTY,51700,27-Nov-2024,PE,819.0
BANKNIFTY,51700,27-Nov-2024,CE,1059.9
BANKNIFTY,51700,24-Dec-2024,PE,940.5
BANKNIFTY,51700,24-Dec-2024,CE,1606.0
BANKNIFTY,51700,29-Jan-2025,PE,1070.85
BANKNIFTY,51700,29-Jan-2025,CE,2203.0
BANKNIFTY,51800,06-Nov-2024,PE,567.95
BANKNIFTY,51800,06-Nov-2024,CE,354.0
BANKNIFTY,51800,13-Nov-2024,PE,717.05
BANKNIFTY,51800,13-Nov-2024,CE,627.65
BANKNIFTY,51800,27-Nov-2024,PE,861.0
BANKNIFTY,51800,27-Nov-2024,CE,1003.0
BANKNIFTY,51800,24-Dec-2024,PE,1000.0
BANKNIFTY,51800,24-Dec-2024,CE,1543.85
BANKNIFTY,51800,29-Jan-2025,PE,1087.85
BANKNIFTY,51800,29-Jan-2025,CE,2147.45
BANKNIFTY,51900,06-Nov-2024,PE,626.4
BANKNIFTY,51900,06-Nov-2024,CE,311.4
BANKNIFTY,51900,13-Nov-2024,PE,754.4
BANKNIFTY,51900,13-Nov-2024,CE,576.3
BANKNIFTY,51900,27-Nov-2024,PE,890.85
BANKNIFTY,51900,27-Nov-2024,CE,944.0
BANKNIFTY,51900,24-Dec-2024,PE,995.55
BANKNIFTY,51900,24-Dec-2024,CE,1500.0
BANKNIFTY,51900,29-Jan-2025,PE,1101.95
BANKNIFTY,51900,29-Jan-2025,CE,2075.0
BANKNIFTY,52000,06-Nov-2024,PE,685.0
BANKNIFTY,52000,06-Nov-2024,CE,270.1
BANKNIFTY,52000,13-Nov-2024,PE,812.5
BANKNIFTY,52000,13-Nov-2024,CE,526.2
BANKNIFTY,52000,27-Nov-2024,PE,942.0
BANKNIFTY,52000,27-Nov-2024,CE,891.95
BANKNIFTY,52000,24-Dec-2024,PE,1090.7
BANKNIFTY,52000,24-Dec-2024,CE,1380.0
BANKNIFTY,52000,29-Jan-2025,PE,1171.0
BANKNIFTY,52000,29-Jan-2025,CE,1844.95
BANKNIFTY,52100,06-Nov-2024,PE,741.45
BANKNIFTY,52100,06-Nov-2024,CE,235.3
BANKNIFTY,52100,13-Nov-2024,PE,852.05
BANKNIFTY,52100,13-Nov-2024,CE,481.9
BANKNIFTY,52100,27-Nov-2024,PE,958.5
BANKNIFTY,52100,27-Nov-2024,CE,843.7
BANKNIFTY,52100,24-Dec-2024,PE,1021.6
BANKNIFTY,52100,24-Dec-2024,CE,1405.7
BANKNIFTY,52100,29-Jan-2025,PE,1280.65
BANKNIFTY,52100,29-Jan-2025,CE,1968.55
BANKNIFTY,52200,06-Nov-2024,PE,811.75
BANKNIFTY,52200,06-Nov-2024,CE,207.6
BANKNIFTY,52200,13-Nov-2024,PE,877.8
BANKNIFTY,52200,13-Nov-2024,CE,431.45
BANKNIFTY,52200,27-Nov-2024,PE,1026.65
BANKNIFTY,52200,27-Nov-2024,CE,783.45
BANKNIFTY,52200,24-Dec-2024,PE,1118.75
BANKNIFTY,52200,24-Dec-2024,CE,1713.9
BANKNIFTY,52200,29-Jan-2025,PE,0.0
BANKNIFTY,52200,29-Jan-2025,CE,2273.65
BANKNIFTY,52300,06-Nov-2024,PE,888.0
BANKNIFTY,52300,06-Nov-2024,CE,177.0
BANKNIFTY,52300,13-Nov-2024,PE,961.75
BANKNIFTY,52300,13-Nov-2024,CE,392.95
BANKNIFTY,52300,27-Nov-2024,PE,1070.2
BANKNIFTY,52300,27-Nov-2024,CE,735.35
BANKNIFTY,52300,24-Dec-2024,PE,1172.45
BANKNIFTY,52300,24-Dec-2024,CE,1478.1
BANKNIFTY,52300,29-Jan-2025,PE,0.0
BANKNIFTY,52300,29-Jan-2025,CE,2029.9
BANKNIFTY,52400,06-Nov-2024,PE,952.95
BANKNIFTY,52400,06-Nov-2024,CE,148.85
BANKNIFTY,52400,13-Nov-2024,PE,970.15
BANKNIFTY,52400,13-Nov-2024,CE,347.6
BANKNIFTY,52400,27-Nov-2024,PE,1114.05
BANKNIFTY,52400,27-Nov-2024,CE,694.5
BANKNIFTY,52400,24-Dec-2024,PE,0.0
BANKNIFTY,52400,24-Dec-2024,CE,1220.4
BANKNIFTY,52400,29-Jan-2025,PE,0.0
BANKNIFTY,52400,29-Jan-2025,CE,1767.75
BANKNIFTY,52500,06-Nov-2024,PE,1037.0
BANKNIFTY,52500,06-Nov-2024,CE,122.9
BANKNIFTY,52500,13-Nov-2024,PE,1056.85
BANKNIFTY,52500,13-Nov-2024,CE,305.25
BANKNIFTY,52500,27-Nov-2024,PE,1179.65
BANKNIFTY,52500,27-Nov-2024,CE,638.35
BANKNIFTY,52500,24-Dec-2024,PE,1310.0
BANKNIFTY,52500,24-Dec-2024,CE,1134.05
BANKNIFTY,52500,29-Jan-2025,PE,1460.0
BANKNIFTY,52500,29-Jan-2025,CE,1682.75
BANKNIFTY,52500,26-Mar-2025,PE,1506.65
BANKNIFTY,52500,25-Jun-2025,CE,3700.0
BANKNIFTY,52600,06-Nov-2024,PE,1110.35
BANKNIFTY,52600,06-Nov-2024,CE,104.65
BANKNIFTY,52600,13-Nov-2024,PE,1142.45
BANKNIFTY,52600,13-Nov-2024,CE,271.55
BANKNIFTY,52600,27-Nov-2024,PE,1224.95
BANKNIFTY,52600,27-Nov-2024,CE,610.95
BANKNIFTY,52600,24-Dec-2024,PE,0.0
BANKNIFTY,52600,24-Dec-2024,CE,1153.7
BANKNIFTY,52600,29-Jan-2025,CE,1687.25
BANKNIFTY,52700,06-Nov-2024,PE,1199.95
BANKNIFTY,52700,06-Nov-2024,CE,87.35
BANKNIFTY,52700,13-Nov-2024,PE,0.5
BANKNIFTY,52700,13-Nov-2024,CE,239.4
BANKNIFTY,52700,27-Nov-2024,PE,1273.45
BANKNIFTY,52700,27-Nov-2024,CE,548.75
BANKNIFTY,52700,24-Dec-2024,PE,0.0
BANKNIFTY,52700,24-Dec-2024,CE,1041.0
BANKNIFTY,52700,29-Jan-2025,CE,1600.65
BANKNIFTY,52800,06-Nov-2024,PE,1276.15
BANKNIFTY,52800,06-Nov-2024,CE,72.6
BANKNIFTY,52800,13-Nov-2024,PE,1241.05
BANKNIFTY,52800,13-Nov-2024,CE,205.0
BANKNIFTY,52800,27-Nov-2024,PE,1341.65
BANKNIFTY,52800,27-Nov-2024,CE,525.85
BANKNIFTY,52800,24-Dec-2024,PE,0.0
BANKNIFTY,52800,24-Dec-2024,CE,980.0
BANKNIFTY,52900,06-Nov-2024,PE,1365.25
BANKNIFTY,52900,06-Nov-2024,CE,60.1
BANKNIFTY,52900,13-Nov-2024,PE,0.0
BANKNIFTY,52900,13-Nov-2024,CE,179.0
BANKNIFTY,52900,27-Nov-2024,PE,1409.4
BANKNIFTY,52900,27-Nov-2024,CE,495.5
BANKNIFTY,52900,24-Dec-2024,PE,1129.1
BANKNIFTY,52900,24-Dec-2024,CE,983.75
BANKNIFTY,53000,06-Nov-2024,PE,1456.75
BANKNIFTY,53000,06-Nov-2024,CE,48.05
BANKNIFTY,53000,13-Nov-2024,PE,1366.25
BANKNIFTY,53000,13-Nov-2024,CE,149.7
BANKNIFTY,53000,27-Nov-2024,PE,1477.0
BANKNIFTY,53000,27-Nov-2024,CE,434.9
BANKNIFTY,53000,24-Dec-2024,PE,1556.35
BANKNIFTY,53000,24-Dec-2024,CE,860.0
BANKNIFTY,53000,29-Jan-2025,PE,1550.65
BANKNIFTY,53000,29-Jan-2025,CE,1310.0
BANKNIFTY,53100,06-Nov-2024,PE,1470.9
BANKNIFTY,53100,06-Nov-2024,CE,40.85
BANKNIFTY,53100,13-Nov-2024,PE,0.0
BANKNIFTY,53100,13-Nov-2024,CE,135.45
BANKNIFTY,53100,27-Nov-2024,PE,1261.2
BANKNIFTY,53100,27-Nov-2024,CE,414.3
BANKNIFTY,53100,24-Dec-2024,PE,0.0
BANKNIFTY,53200,06-Nov-2024,PE,1635.9
BANKNIFTY,53200,06-Nov-2024,CE,34.1
BANKNIFTY,53200,13-Nov-2024,PE,1144.35
BANKNIFTY,53200,13-Nov-2024,CE,112.25
BANKNIFTY,53200,27-Nov-2024,PE,1344.75
BANKNIFTY,53200,27-Nov-2024,CE,374.5
BANKNIFTY,53200,24-Dec-2024,PE,0.0
BANKNIFTY,53200,24-Dec-2024,CE,0.0
BANKNIFTY,53300,06-Nov-2024,PE,1670.0
BANKNIFTY,53300,06-Nov-2024,CE,27.6
BANKNIFTY,53300,13-Nov-2024,PE,1214.5
BANKNIFTY,53300,13-Nov-2024,CE,98.0
BANKNIFTY,53300,27-Nov-2024,PE,1530.25
BANKNIFTY,53300,27-Nov-2024,CE,371.8
BANKNIFTY,53300,24-Dec-2024,PE,0.0
BANKNIFTY,53300,24-Dec-2024,CE,0.0
BANKNIFTY,53400,06-Nov-2024,PE,1796.6
BANKNIFTY,53400,06-Nov-2024,CE,22.8
BANKNIFTY,53400,13-Nov-2024,PE,1275.95
BANKNIFTY,53400,13-Nov-2024,CE,88.55
BANKNIFTY,53400,27-Nov-2024,PE,1564.45
BANKNIFTY,53400,27-Nov-2024,CE,321.8
BANKNIFTY,53400,24-Dec-2024,PE,0.0
BANKNIFTY,53400,24-Dec-2024,CE,1073.75
BANKNIFTY,53500,06-Nov-2024,PE,1923.4
BANKNIFTY,53500,06-Nov-2024,CE,18.85
BANKNIFTY,53500,13-Nov-2024,PE,1426.2
BANKNIFTY,53500,13-Nov-2024,CE,65.05
BANKNIFTY,53500,27-Nov-2024,PE,1808.05
BANKNIFTY,53500,27-Nov-2024,CE,276.0
BANKNIFTY,53500,24-Dec-2024,PE,1826.4
BANKNIFTY,53500,24-Dec-2024,CE,666.0
BANKNIFTY,53500,29-Jan-2025,CE,1179.95
BANKNIFTY,53600,06-Nov-2024,PE,1905.5
BANKNIFTY,53600,06-Nov-2024,CE,15.6
BANKNIFTY,53600,13-Nov-2024,PE,1420.15
BANKNIFTY,53600,13-Nov-2024,CE,67.75
BANKNIFTY,53600,27-Nov-2024,PE,1855.65
BANKNIFTY,53600,27-Nov-2024,CE,277.65
BANKNIFTY,53600,24-Dec-2024,PE,0.0
BANKNIFTY,53700,06-Nov-2024,PE,2003.45
BANKNIFTY,53700,06-Nov-2024,CE,12.35
BANKNIFTY,53700,13-Nov-2024,PE,1541.65
BANKNIFTY,53700,13-Nov-2024,CE,63.55
BANKNIFTY,53700,27-Nov-2024,PE,1775.25
BANKNIFTY,53700,27-Nov-2024,CE,230.0
BANKNIFTY,53700,24-Dec-2024,PE,0.0
BANKNIFTY,53800,06-Nov-2024,PE,2072.95
BANKNIFTY,53800,06-Nov-2024,CE,9.95
BANKNIFTY,53800,13-Nov-2024,PE,1604.45
BANKNIFTY,53800,13-Nov-2024,CE,58.5
BANKNIFTY,53800,27-Nov-2024,PE,1726.5
BANKNIFTY,53800,27-Nov-2024,CE,204.0
BANKNIFTY,53800,24-Dec-2024,PE,0.0
BANKNIFTY,53900,06-Nov-2024,PE,2195.3
BANKNIFTY,53900,06-Nov-2024,CE,8.15
BANKNIFTY,53900,13-Nov-2024,PE,1697.4
BANKNIFTY,53900,13-Nov-2024,CE,41.0
BANKNIFTY,53900,27-Nov-2024,PE,1776.8
BANKNIFTY,53900,27-Nov-2024,CE,256.55
BANKNIFTY,53900,24-Dec-2024,PE,0.0
BANKNIFTY,53900,24-Dec-2024,CE,886.95
BANKNIFTY,54000,06-Nov-2024,PE,2407.5
BANKNIFTY,54000,06-Nov-2024,CE,7.05
BANKNIFTY,54000,13-Nov-2024,PE,1914.05
BANKNIFTY,54000,13-Nov-2024,CE,33.55
BANKNIFTY,54000,27-Nov-2024,PE,2187.3
BANKNIFTY,54000,27-Nov-2024,CE,171.8
BANKNIFTY,54000,24-Dec-2024,PE,2158.0
BANKNIFTY,54000,24-Dec-2024,CE,497.25
BANKNIFTY,54000,29-Jan-2025,CE,915.75
BANKNIFTY,54000,26-Mar-2025,PE,2195.0
BANKNIFTY,54000,26-Mar-2025,CE,1680.0
BANKNIFTY,54100,06-Nov-2024,PE,2381.25
BANKNIFTY,54100,06-Nov-2024,CE,6.05
BANKNIFTY,54100,13-Nov-2024,PE,1896.45
BANKNIFTY,54100,13-Nov-2024,CE,38.5
BANKNIFTY,54100,27-Nov-2024,PE,1975.3
BANKNIFTY,54100,27-Nov-2024,CE,154.3
BANKNIFTY,54100,24-Dec-2024,PE,0.0
BANKNIFTY,54200,06-Nov-2024,PE,2588.85
BANKNIFTY,54200,06-Nov-2024,CE,5.2
BANKNIFTY,54200,13-Nov-2024,PE,1994.25
BANKNIFTY,54200,13-Nov-2024,CE,38.0
BANKNIFTY,54200,27-Nov-2024,PE,2058.3
BANKNIFTY,54200,27-Nov-2024,CE,145.85
BANKNIFTY,54200,24-Dec-2024,PE,1787.85
BANKNIFTY,54200,24-Dec-2024,CE,0.0
BANKNIFTY,54300,06-Nov-2024,PE,2591.0
BANKNIFTY,54300,06-Nov-2024,CE,4.05
BANKNIFTY,54300,13-Nov-2024,PE,2086.7
BANKNIFTY,54300,13-Nov-2024,CE,40.0
BANKNIFTY,54300,27-Nov-2024,PE,2270.65
BANKNIFTY,54300,27-Nov-2024,CE,169.05
BANKNIFTY,54300,24-Dec-2024,PE,1836.85
BANKNIFTY,54400,06-Nov-2024,PE,2689.65
BANKNIFTY,54400,06-Nov-2024,CE,3.6
BANKNIFTY,54400,13-Nov-2024,PE,2162.9
BANKNIFTY,54400,13-Nov-2024,CE,33.2
BANKNIFTY,54400,27-Nov-2024,PE,2174.95
BANKNIFTY,54400,27-Nov-2024,CE,129.9
BANKNIFTY,54400,24-Dec-2024,PE,1885.2
BANKNIFTY,54400,24-Dec-2024,CE,0.0
BANKNIFTY,54500,06-Nov-2024,PE,2754.4
BANKNIFTY,54500,06-Nov-2024,CE,3.55
BANKNIFTY,54500,13-Nov-2024,PE,2256.4
BANKNIFTY,54500,13-Nov-2024,CE,22.0
BANKNIFTY,54500,27-Nov-2024,PE,2615.15
BANKNIFTY,54500,27-Nov-2024,CE,97.35
BANKNIFTY,54500,24-Dec-2024,PE,2421.55
BANKNIFTY,54500,24-Dec-2024,CE,419.95
BANKNIFTY,54500,29-Jan-2025,CE,949.8
BANKNIFTY,54600,06-Nov-2024,PE,2853.1
BANKNIFTY,54600,06-Nov-2024,CE,3.3
BANKNIFTY,54600,13-Nov-2024,PE,2348.25
BANKNIFTY,54600,13-Nov-2024,CE,22.0
BANKNIFTY,54600,27-Nov-2024,PE,2320.15
BANKNIFTY,54600,27-Nov-2024,CE,88.15
BANKNIFTY,54600,24-Dec-2024,PE,2166.8
BANKNIFTY,54600,24-Dec-2024,CE,768.0
BANKNIFTY,54700,06-Nov-2024,PE,2969.6
BANKNIFTY,54700,06-Nov-2024,CE,3.0
BANKNIFTY,54700,13-Nov-2024,PE,2456.5
BANKNIFTY,54700,13-Nov-2024,CE,24.0
BANKNIFTY,54700,27-Nov-2024,PE,2411.75
BANKNIFTY,54700,27-Nov-2024,CE,78.25
BANKNIFTY,54700,24-Dec-2024,PE,2076.45
BANKNIFTY,54700,24-Dec-2024,CE,0.0
BANKNIFTY,54800,06-Nov-2024,PE,3047.75
BANKNIFTY,54800,06-Nov-2024,CE,2.9
BANKNIFTY,54800,13-Nov-2024,PE,2509.9
BANKNIFTY,54800,13-Nov-2024,CE,17.0
BANKNIFTY,54800,27-Nov-2024,PE,2433.5
BANKNIFTY,54800,27-Nov-2024,CE,99.85
BANKNIFTY,54800,24-Dec-2024,PE,2086.45
BANKNIFTY,54800,24-Dec-2024,CE,0.0
BANKNIFTY,54900,06-Nov-2024,PE,3261.5
BANKNIFTY,54900,06-Nov-2024,CE,3.0
BANKNIFTY,54900,13-Nov-2024,PE,2646.55
BANKNIFTY,54900,13-Nov-2024,CE,23.8
BANKNIFTY,54900,27-Nov-2024,PE,2469.7
BANKNIFTY,54900,27-Nov-2024,CE,70.2
BANKNIFTY,54900,24-Dec-2024,PE,2180.95
BANKNIFTY,54900,24-Dec-2024,CE,0.0
BANKNIFTY,55000,06-Nov-2024,PE,3314.35
BANKNIFTY,55000,06-Nov-2024,CE,2.85
BANKNIFTY,55000,13-Nov-2024,PE,2720.45
BANKNIFTY,55000,13-Nov-2024,CE,14.0
BANKNIFTY,55000,27-Nov-2024,PE,3060.65
BANKNIFTY,55000,27-Nov-2024,CE,52.15
BANKNIFTY,55000,24-Dec-2024,PE,2503.3
BANKNIFTY,55000,24-Dec-2024,CE,269.95
BANKNIFTY,55000,29-Jan-2025,CE,595.7
BANKNIFTY,55100,06-Nov-2024,PE,3384.35
BANKNIFTY,55100,06-Nov-2024,CE,2.75
BANKNIFTY,55100,13-Nov-2024,PE,2787.4
BANKNIFTY,55100,13-Nov-2024,CE,24.9
BANKNIFTY,55100,27-Nov-2024,PE,2647.15
BANKNIFTY,55100,27-Nov-2024,CE,122.2
BANKNIFTY,55100,24-Dec-2024,PE,2285.45
BANKNIFTY,55100,24-Dec-2024,CE,0.0
BANKNIFTY,55200,06-Nov-2024,PE,3459.75
BANKNIFTY,55200,06-Nov-2024,CE,3.0
BANKNIFTY,55200,13-Nov-2024,PE,2941.1
BANKNIFTY,55200,13-Nov-2024,CE,19.0
BANKNIFTY,55200,27-Nov-2024,PE,2732.55
BANKNIFTY,55200,27-Nov-2024,CE,187.85
BANKNIFTY,55200,24-Dec-2024,PE,2336.95
BANKNIFTY,55200,24-Dec-2024,CE,0.0
BANKNIFTY,55300,06-Nov-2024,PE,3559.7
BANKNIFTY,55300,06-Nov-2024,CE,2.4
BANKNIFTY,55300,13-Nov-2024,PE,2972.5
BANKNIFTY,55300,13-Nov-2024,CE,21.9
BANKNIFTY,55300,27-Nov-2024,PE,2833.2
BANKNIFTY,55300,27-Nov-2024,CE,0.0
BANKNIFTY,55300,24-Dec-2024,PE,2375.7
BANKNIFTY,55300,24-Dec-2024,CE,0.0
BANKNIFTY,55400,06-Nov-2024,PE,3682.05
BANKNIFTY,55400,06-Nov-2024,CE,2.95
BANKNIFTY,55400,27-Nov-2024,PE,2909.4
BANKNIFTY,55400,27-Nov-2024,CE,0.0
BANKNIFTY,55400,24-Dec-2024,PE,2489.6
BANKNIFTY,55400,24-Dec-2024,CE,0.0
BANKNIFTY,55500,06-Nov-2024,PE,3761.3
BANKNIFTY,55500,06-Nov-2024,CE,2.75
BANKNIFTY,55500,13-Nov-2024,PE,3182.9
BANKNIFTY,55500,13-Nov-2024,CE,11.05
BANKNIFTY,55500,27-Nov-2024,PE,3532.35
BANKNIFTY,55500,27-Nov-2024,CE,33.4
BANKNIFTY,55500,24-Dec-2024,PE,3286.35
BANKNIFTY,55500,24-Dec-2024,CE,201.85
BANKNIFTY,55500,29-Jan-2025,CE,677.0
BANKNIFTY,55500,26-Mar-2025,CE,1087.2
BANKNIFTY,55600,06-Nov-2024,PE,3833.2
BANKNIFTY,55600,06-Nov-2024,CE,3.0
BANKNIFTY,55600,27-Nov-2024,PE,3083.5
BANKNIFTY,55600,27-Nov-2024,CE,0.0
BANKNIFTY,55600,24-Dec-2024,PE,2666.05
BANKNIFTY,55600,24-Dec-2024,CE,0.0
BANKNIFTY,55700,06-Nov-2024,PE,3944.75
BANKNIFTY,55700,06-Nov-2024,CE,3.0
BANKNIFTY,55700,27-Nov-2024,PE,3173.15
BANKNIFTY,55700,27-Nov-2024,CE,0.0
BANKNIFTY,55700,24-Dec-2024,PE,2755.45
BANKNIFTY,55700,24-Dec-2024,CE,0.0
BANKNIFTY,55800,06-Nov-2024,PE,4058.9
BANKNIFTY,55800,06-Nov-2024,CE,2.5
BANKNIFTY,55800,27-Nov-2024,PE,3261.0
BANKNIFTY,55800,27-Nov-2024,CE,0.0
BANKNIFTY,55800,24-Dec-2024,PE,2842.2
BANKNIFTY,55800,24-Dec-2024,CE,0.0
BANKNIFTY,55900,06-Nov-2024,PE,4142.05
BANKNIFTY,55900,06-Nov-2024,CE,2.75
BANKNIFTY,55900,27-Nov-2024,PE,3445.35
BANKNIFTY,55900,27-Nov-2024,CE,287.95
